team1,team2,priority1,color1,priority2,color2,similarity
NE,DAL,1,#002244,3,#869397,193.94329068054918
NE,DEN,1,#002244,1,#FB4F14,259.4802497301095
NE,DET,1,#002244,2,#B0B7BC,259.95576546789647
NE,GB,1,#002244,2,#FFB612,299.0468190768797
NE,HOU,1,#002244,2,#A71930,168.4339633209407
NE,IND,1,#002244,2,#A2AAAD,236.14614119227102
NE,JAX,1,#002244,2,#D7A22A,251.5651009182315
NE,KC,1,#002244,1,#E31837,227.5917397446577
NE,LAC,1,#002244,1,#0080C6,160.4244370412438
NE,LAR,1,#002244,2,#FFA300,293.7515957403466
NE,LV,1,#002244,2,#A5ACAF,240.2457075579083
NE,MIA,1,#002244,2,#FC4C02,263.8636011275523
NE,MIN,1,#002244,2,#FFC62F,303.9111712326482
NE,NO,1,#002244,1,#D3BC8D,271.23052925509694
NE,NYG,1,#002244,2,#A71930,168.4339633209407
NE,NYJ,1,#002244,3,#FFFFFF,385.7913944089474
NE,PHI,1,#002244,2,#A5ACAF,240.2457075579083
NE,PIT,1,#002244,1,#FFB612,299.0468190768797
NE,SEA,1,#002244,2,#69BE28,190.11838417154718
NE,SF,1,#002244,1,#AA0000,186.22566955175648
NE,TB,1,#002244,1,#D50A0A,222.05629916757596
NE,TEN,1,#002244,2,#4B92DB,202.41047403728888
NE,WAS,1,#002244,2,#FFB612,299.0468190768797
NO,ARI,1,#D3BC8D,1,#97233F,181.91481522954638
NO,ATL,1,#D3BC8D,1,#A71930,192.753728887407
NO,BAL,1,#D3BC8D,1,#241773,241.92147486322912
NO,BUF,1,#D3BC8D,1,#00338D,251.57503850740042
NO,CAR,1,#D3BC8D,1,#0085CA,226.4221720591868
NO,CHI,1,#D3BC8D,1,#0B162A,278.1312639744047
NO,CIN,1,#D3BC8D,1,#FB4F14,167.69615380204758
NO,CLE,1,#D3BC8D,1,#311D00,267.2190112997202
NO,DAL,1,#D3BC8D,1,#003594,250.58930543820102
NO,DEN,1,#D3BC8D,1,#FB4F14,167.69615380204758
NO,DET,1,#D3BC8D,1,#0076B6,226.05751480541406
NO,GB,1,#D3BC8D,1,#203731,241.2343259156955
NO,HOU,1,#D3BC8D,1,#03202F,276.4706132665821
NO,IND,1,#D3BC8D,1,#002C5F,259.5630944491146
NO,JAX,1,#D3BC8D,1,#101820,277.1317376267107
NO,KC,1,#D3BC8D,1,#E31837,185.87092295461386
NO,LAC,1,#D3BC8D,1,#0080C6,226.64950915455344
NO,LAR,1,#D3BC8D,1,#003594,250.58930543820102
NO,LV,1,#D3BC8D,1,#000000,315.8259014077218
NO,MIA,1,#D3BC8D,1,#008E97,216.18741869035765
NO,MIN,1,#D3BC8D,1,#4F2683,200.05999100269898
NO,NE,1,#D3BC8D,1,#002244,271.23052925509694
NO,NYG,1,#D3BC8D,1,#0B2265,255.5699512853575
NO,NYJ,1,#D3BC8D,1,#125740,231.03895775388185
NO,PHI,1,#D3BC8D,1,#004C54,245.58908770545975
NO,PIT,1,#D3BC8D,2,#101820,277.1317376267107
NO,SEA,1,#D3BC8D,1,#002244,271.23052925509694
NO,SF,1,#D3BC8D,1,#AA0000,238.549785160247
NO,TB,1,#D3BC8D,1,#D50A0A,221.01809880640997
NO,TEN,1,#D3BC8D,1,#0C2340,262.56237354198333
NO,WAS,1,#D3BC8D,1,#5A1414,239.80408670412604
NYG,ARI,1,#0B2265,3,#FFB612,297.20195154137195
NYG,ATL,1,#0B2265,1,#A71930,165.00303027520434
NYG,BAL,1,#0B2265,3,#9E7C0C,193.98453546610358
NYG,BUF,1,#0B2265,2,#C60C30,195.60674834984604
NYG,CAR,1,#0B2265,3,#BFC0BF,255.8593363549589
NYG,CHI,1,#0B2265,2,#C83803,214.030371676545
NYG,CIN,1,#0B2265,1,#FB4F14,257.2663988942202
NYG,CLE,1,#0B2265,2,#FF3C00,265.3544798943481
NYG,DAL,1,#0B2265,3,#869397,174.35022225394493
NYG,DEN,1,#0B2265,1,#FB4F14,257.2663988942202
NYG,DET,1,#0B2265,2,#B0B7BC,238.73625614891426
NYG,GB,1,#0B2265,2,#FFB612,297.20195154137195
NYG,HOU,1,#0B2265,2,#A71930,165.00303027520434
NYG,IND,1,#0B2265,2,#A2AAAD,215.59452683219953
NYG,JAX,1,#0B2265,2,#D7A22A,247.95362469623225
NYG,KC,1,#0B2265,1,#E31837,221.0701246211256
NYG,LAC,1,#0B2265,2,#FFC20E,304.4749579193665
NYG,LAR,1,#0B2265,2,#FFA300,293.901343991483
NYG,LV,1,#0B2265,2,#A5ACAF,219.62695645116062
NYG,MIA,1,#0B2265,2,#FC4C02,263.9052860402762
NYG,MIN,1,#0B2265,2,#FFC62F,298.9113580980154
NYG,NE,1,#0B2265,2,#C60C30,195.60674834984604
NYG,NO,1,#0B2265,1,#D3BC8D,255.5699512853575
NYG,NYJ,1,#0B2265,3,#FFFFFF,363.4460069941614
NYG,PHI,1,#0B2265,2,#A5ACAF,219.62695645116062
NYG,PIT,1,#0B2265,1,#FFB612,297.20195154137195
NYG,SEA,1,#0B2265,2,#69BE28,192.0755059865781
NYG,SF,1,#0B2265,1,#AA0000,191.41055352304897
NYG,TB,1,#0B2265,1,#D50A0A,222.84748147555987
NYG,TEN,1,#0B2265,2,#4B92DB,174.82562741200158
NYG,WAS,1,#0B2265,2,#FFB612,297.20195154137195
NYJ,ARI,1,#125740,3,#FFB612,259.44170828916464
NYJ,ATL,1,#125740,1,#A71930,162.17583050504166
NYJ,BAL,1,#125740,3,#9E7C0C,153.8603262702897
NYJ,BUF,1,#125740,2,#C60C30,195.65530915362353
NYJ,CAR,1,#125740,3,#BFC0BF,238.92048886606608
NYJ,CHI,1,#125740,2,#C83803,194.43765067496574
NYJ,CIN,1,#125740,1,#FB4F14,237.25302948539982
NYJ,CLE,1,#125740,2,#FF3C00,246.969633760914
NYJ,DAL,1,#125740,3,#869397,156.92354826475216
NYJ,DEN,1,#125740,1,#FB4F14,237.25302948539982
NYJ,DET,1,#125740,2,#B0B7BC,222.61176967986216
NYJ,GB,1,#125740,2,#FFB612,259.44170828916464
NYJ,HOU,1,#125740,2,#A71930,162.17583050504166
NYJ,IND,1,#125740,2,#A2AAAD,198.76116320851014
NYJ,JAX,1,#125740,2,#D7A22A,211.93867037423823
NYJ,KC,1,#125740,1,#E31837,218.4742547761635
NYJ,LAC,1,#125740,2,#FFC20E,264.79803624649486
NYJ,LAR,1,#125740,2,#FFA300,256.9844353263442
NYJ,LV,1,#125740,2,#A5ACAF,202.86695147312685
NYJ,MIA,1,#125740,2,#FC4C02,242.32416305436814
NYJ,MIN,1,#125740,2,#FFC62F,262.25750704221986
NYJ,NE,1,#125740,2,#C60C30,195.65530915362353
NYJ,NO,1,#125740,1,#D3BC8D,231.03895775388185
NYJ,NYG,1,#125740,2,#A71930,162.17583050504166
NYJ,PHI,1,#125740,2,#A5ACAF,202.86695147312685
NYJ,PIT,1,#125740,1,#FFB612,259.44170828916464
NYJ,SEA,1,#125740,3,#A5ACAF,202.86695147312685
NYJ,SF,1,#125740,1,#AA0000,186.4644738281263
NYJ,TB,1,#125740,1,#D50A0A,216.4948036327893
NYJ,TEN,1,#125740,2,#4B92DB,175.37103523672317
NYJ,WAS,1,#125740,2,#FFB612,259.44170828916464
PHI,ARI,1,#004C54,1,#97233F,157.87019984784968
PHI,ATL,1,#004C54,1,#A71930,178.28628662911794
PHI,BAL,1,#004C54,3,#9E7C0C,180.14438653480158
PHI,BUF,1,#004C54,2,#C60C30,211.17765033260503
PHI,CAR,1,#004C54,3,#BFC0BF,247.76198255583927
PHI,CHI,1,#004C54,2,#C83803,216.70486842708448
PHI,CIN,1,#004C54,1,#FB4F14,259.04825805243314
PHI,CLE,1,#004C54,2,#FF3C00,268.9553866350328
PHI,DAL,1,#004C54,3,#869397,165.7890225557772
PHI,DEN,1,#004C54,1,#FB4F14,259.04825805243314
PHI,DET,1,#004C54,2,#B0B7BC,230.7401135476881
PHI,GB,1,#004C54,2,#FFB612,283.93132972604485
PHI,HOU,1,#004C54,2,#A71930,178.28628662911794
PHI,IND,1,#004C54,2,#A2AAAD,207.36682473336953
PHI,JAX,1,#004C54,2,#D7A22A,235.34017931496527
PHI,KC,1,#004C54,1,#E31837,234.67850348934817
PHI,LAC,1,#004C54,2,#FFC20E,289.56691799996764
PHI,LAR,1,#004C54,2,#FFA300,282.22331583340167
PHI,LV,1,#004C54,2,#A5ACAF,211.47576693323518
PHI,MIA,1,#004C54,2,#FC4C02,265.0056603169072
PHI,MIN,1,#004C54,2,#FFC62F,285.09296729312706
PHI,NE,1,#004C54,2,#C60C30,211.17765033260503
PHI,NO,1,#004C54,1,#D3BC8D,245.58908770545975
PHI,NYG,1,#004C54,2,#A71930,178.28628662911794
PHI,NYJ,1,#004C54,3,#FFFFFF,355.3969611575203
PHI,PIT,1,#004C54,1,#FFB612,283.93132972604485
PHI,SEA,1,#004C54,2,#69BE28,161.11176245079065
PHI,SF,1,#004C54,1,#AA0000,204.2841158778626
PHI,TB,1,#004C54,1,#D50A0A,234.94893062110327
PHI,TEN,1,#004C54,2,#4B92DB,169.5582495781317
PHI,WAS,1,#004C54,2,#FFB612,283.93132972604485
PIT,ARI,1,#FFB612,1,#97233F,185.60711193270586
PIT,ATL,1,#FFB612,1,#A71930,182.4636950190366
PIT,BAL,1,#FFB612,1,#241773,287.49086942023047
PIT,BUF,1,#FFB612,1,#00338D,311.95352217918617
PIT,CAR,1,#FFB612,1,#0085CA,318.2483307104689
PIT,CHI,1,#FFB612,1,#0B162A,292.7661182582438
PIT,CIN,1,#FFB612,2,#000000,313.80407900471914
PIT,CLE,1,#FFB612,1,#311D00,257.2333570904054
PIT,DAL,1,#FFB612,1,#003594,313.9522256649887
PIT,DEN,1,#FFB612,2,#002244,299.0468190768797
PIT,DET,1,#FFB612,1,#0076B6,309.86610011422675
PIT,GB,1,#FFB612,1,#203731,258.4937136566381
PIT,HOU,1,#FFB612,1,#03202F,294.6947573337537
PIT,IND,1,#FFB612,1,#002C5F,299.99666664814794
PIT,JAX,1,#FFB612,1,#101820,286.8466489258677
PIT,KC,1,#FFB612,1,#E31837,164.67240205936147
PIT,LAC,1,#FFB612,1,#0080C6,316.76647549890754
PIT,LAR,1,#FFB612,1,#003594,313.9522256649887
PIT,LV,1,#FFB612,1,#000000,313.80407900471914
PIT,MIA,1,#FFB612,1,#008E97,290.3687310989253
PIT,MIN,1,#FFB612,1,#4F2683,253.9310930154084
PIT,NE,1,#FFB612,1,#002244,299.0468190768797
PIT,NO,1,#FFB612,2,#101820,286.8466489258677
PIT,NYG,1,#FFB612,1,#0B2265,297.20195154137195
PIT,NYJ,1,#FFB612,1,#125740,259.44170828916464
PIT,PHI,1,#FFB612,1,#004C54,283.93132972604485
PIT,SEA,1,#FFB612,1,#002244,299.0468190768797
PIT,SF,1,#FFB612,1,#AA0000,201.67548190099856
PIT,TB,1,#FFB612,1,#D50A0A,177.23430819116257
PIT,TEN,1,#FFB612,1,#0C2340,287.70470972856873
PIT,WAS,1,#FFB612,1,#5A1414,231.24229716900842
SEA,ARI,1,#002244,1,#97233F,151.08606818631557
SEA,ATL,1,#002244,1,#A71930,168.4339633209407
SEA,BAL,1,#002244,3,#9E7C0C,190.26297590440447
SEA,BUF,1,#002244,2,#C60C30,200.21987913291727
SEA,CAR,1,#002244,1,#0085CA,166.6043216726385
SEA,CHI,1,#002244,2,#C83803,211.44502831705455
SEA,CIN,1,#002244,1,#FB4F14,259.4802497301095
SEA,CLE,1,#002244,2,#FF3C00,265.1886121235224
SEA,DAL,1,#002244,3,#869397,193.94329068054918
SEA,DEN,1,#002244,1,#FB4F14,259.4802497301095
SEA,DET,1,#002244,2,#B0B7BC,259.95576546789647
SEA,GB,1,#002244,2,#FFB612,299.0468190768797
SEA,HOU,1,#002244,2,#A71930,168.4339633209407
SEA,IND,1,#002244,2,#A2AAAD,236.14614119227102
SEA,JAX,1,#002244,2,#D7A22A,251.5651009182315
SEA,KC,1,#002244,1,#E31837,227.5917397446577
SEA,LAC,1,#002244,1,#0080C6,160.4244370412438
SEA,LAR,1,#002244,2,#FFA300,293.7515957403466
SEA,LV,1,#002244,2,#A5ACAF,240.2457075579083
SEA,MIA,1,#002244,2,#FC4C02,263.8636011275523
SEA,MIN,1,#002244,2,#FFC62F,303.9111712326482
SEA,NE,1,#002244,2,#C60C30,200.21987913291727
SEA,NO,1,#002244,1,#D3BC8D,271.23052925509694
SEA,NYG,1,#002244,2,#A71930,168.4339633209407
SEA,NYJ,1,#002244,3,#FFFFFF,385.7913944089474
SEA,PHI,1,#002244,2,#A5ACAF,240.2457075579083
SEA,PIT,1,#002244,1,#FFB612,299.0468190768797
SEA,SF,1,#002244,1,#AA0000,186.22566955175648
SEA,TB,1,#002244,1,#D50A0A,222.05629916757596
SEA,TEN,1,#002244,2,#4B92DB,202.41047403728888
SEA,WAS,1,#002244,2,#FFB612,299.0468190768797
SF,ARI,1,#AA0000,2,#000000,170
SF,ATL,1,#AA0000,2,#000000,170
SF,BAL,1,#AA0000,1,#241773,178.07301873108122
SF,BUF,1,#AA0000,1,#00338D,226.6759802008144
SF,CAR,1,#AA0000,1,#0085CA,295.6230708182296
SF,CHI,1,#AA0000,1,#0B162A,165.91865476793137
SF,CIN,1,#AA0000,2,#000000,170
SF,CLE,2,#B3995D,1,#311D00,202.2992832414391
SF,DAL,1,#AA0000,1,#003594,231.54481207748967
SF,DEN,1,#AA0000,2,#002244,186.22566955175648
SF,DET,1,#AA0000,1,#0076B6,275.586646991468
SF,GB,1,#AA0000,1,#203731,156.4288975860918
SF,HOU,1,#AA0000,1,#03202F,176.41428513586987
SF,IND,1,#AA0000,1,#002C5F,199.65219758369804
SF,JAX,1,#AA0000,1,#101820,159.11002482559041
SF,KC,1,#AA0000,2,#FFB81C,204.60938394902615
SF,LAC,1,#AA0000,1,#0080C6,290.66819571463265
SF,LAR,1,#AA0000,1,#003594,231.54481207748967
SF,LV,1,#AA0000,1,#000000,170
SF,MIA,1,#AA0000,1,#008E97,268.07648162418127
SF,MIN,1,#AA0000,1,#4F2683,163.9695093607345
SF,NE,1,#AA0000,1,#002244,186.22566955175648
SF,NO,1,#AA0000,1,#D3BC8D,238.549785160247
SF,NYG,1,#AA0000,1,#0B2265,191.41055352304897
SF,NYJ,1,#AA0000,1,#125740,186.4644738281263
SF,PHI,1,#AA0000,1,#004C54,204.2841158778626
SF,PIT,1,#AA0000,1,#FFB612,201.67548190099856
SF,SEA,1,#AA0000,1,#002244,186.22566955175648
SF,TB,1,#AA0000,4,#B1BABF,266.6945818722233
SF,TEN,1,#AA0000,1,#0C2340,174.0258601472781
SF,WAS,1,#AA0000,2,#FFB612,201.67548190099856
TB,ARI,1,#D50A0A,2,#000000,213.4689672996991
TB,ATL,1,#D50A0A,2,#000000,213.4689672996991
TB,BAL,1,#D50A0A,1,#241773,206.2110569295449
TB,BUF,1,#D50A0A,1,#00338D,253.39889502521513
TB,CAR,1,#D50A0A,1,#0085CA,312.0288448204749
TB,CHI,1,#D50A0A,1,#0B162A,204.87069092478797
TB,CIN,1,#D50A0A,2,#000000,213.4689672996991
TB,CLE,1,#D50A0A,1,#311D00,165.39951632335567
TB,DAL,1,#D50A0A,1,#003594,257.414063329881
TB,DEN,1,#D50A0A,2,#002244,222.05629916757596
TB,DET,1,#D50A0A,1,#0076B6,294.3076621496627
TB,GB,1,#D50A0A,1,#203731,190.5439581828823
TB,HOU,1,#D50A0A,1,#03202F,214.36650857818253
TB,IND,1,#D50A0A,1,#002C5F,231.8404623873926
TB,JAX,1,#D50A0A,1,#101820,198.7183937133148
TB,KC,1,#D50A0A,2,#FFB81C,179.8999722067794
TB,LAC,1,#D50A0A,1,#0080C6,307.631272792608
TB,LAR,1,#D50A0A,1,#003594,257.414063329881
TB,LV,1,#D50A0A,1,#000000,213.4689672996991
TB,MIA,1,#D50A0A,1,#008E97,287.53086790812563
TB,MIN,1,#D50A0A,1,#4F2683,182.70467974302136
TB,NE,1,#D50A0A,1,#002244,222.05629916757596
TB,NO,1,#D50A0A,1,#D3BC8D,221.01809880640997
TB,NYG,1,#D50A0A,1,#0B2265,222.84748147555987
TB,NYJ,1,#D50A0A,1,#125740,216.4948036327893
TB,PHI,1,#D50A0A,1,#004C54,234.94893062110327
TB,PIT,1,#D50A0A,1,#FFB612,177.23430819116257
TB,SEA,1,#D50A0A,1,#002244,222.05629916757596
TB,SF,1,#D50A0A,2,#B3995D,168.80165875962237
TB,TEN,1,#D50A0A,1,#0C2340,209.62347196819348
TB,WAS,1,#D50A0A,2,#FFB612,177.23430819116257
TEN,ARI,1,#0C2340,3,#FFB612,287.70470972856873
TEN,ATL,1,#0C2340,1,#A71930,156.14416415607724
TEN,BAL,1,#0C2340,3,#9E7C0C,178.72045210327775
TEN,BUF,1,#0C2340,2,#C60C30,188.09837851507388
TEN,CAR,1,#0C2340,1,#0085CA,169.68205562168322
TEN,CHI,1,#0C2340,2,#C83803,198.76116320851014
TEN,CIN,1,#0C2340,1,#FB4F14,246.96760921222037
TEN,CLE,1,#0C2340,2,#FF3C00,252.52722625491296
TEN,DAL,1,#0C2340,3,#869397,187.07485132962154
TEN,DEN,1,#0C2340,1,#FB4F14,246.96760921222037
TEN,DET,1,#0C2340,2,#B0B7BC,253.3298245371042
TEN,GB,1,#0C2340,2,#FFB612,287.70470972856873
TEN,HOU,1,#0C2340,2,#A71930,156.14416415607724
TEN,IND,1,#0C2340,2,#A2AAAD,229.35997907219996
TEN,JAX,1,#0C2340,2,#D7A22A,240.46205521869766
TEN,KC,1,#0C2340,1,#E31837,215.4692553474857
TEN,LAC,1,#0C2340,1,#0080C6,163.55121522018723
TEN,LAR,1,#0C2340,2,#FFA300,282.00886510888273
TEN,LV,1,#0C2340,2,#A5ACAF,233.45020882406595
TEN,MIA,1,#0C2340,2,#FC4C02,251.24689052802225
TEN,MIN,1,#0C2340,2,#FFC62F,293.0989593976751
TEN,NE,1,#0C2340,2,#C60C30,188.09837851507388
TEN,NO,1,#0C2340,1,#D3BC8D,262.56237354198333
TEN,NYG,1,#0C2340,2,#A71930,156.14416415607724
TEN,NYJ,1,#0C2340,3,#FFFFFF,379.38107491017524
TEN,PHI,1,#0C2340,2,#A5ACAF,233.45020882406595
TEN,PIT,1,#0C2340,1,#FFB612,287.70470972856873
TEN,SEA,1,#0C2340,2,#69BE28,182.3458252881047
TEN,SF,1,#0C2340,1,#AA0000,174.0258601472781
TEN,TB,1,#0C2340,1,#D50A0A,209.62347196819348
TEN,WAS,1,#0C2340,2,#FFB612,287.70470972856873
WAS,ARI,1,#5A1414,3,#FFB612,231.24229716900842
WAS,ATL,1,#5A1414,3,#A5ACAF,229.68238939892626
WAS,BAL,2,#FFB612,1,#241773,287.49086942023047
WAS,BUF,1,#5A1414,1,#00338D,153.95453874439687
WAS,CAR,1,#5A1414,1,#0085CA,232.36393868240398
WAS,CHI,2,#FFB612,1,#0B162A,292.7661182582438
WAS,CIN,1,#5A1414,1,#FB4F14,171.47011401407536
WAS,CLE,1,#5A1414,2,#FF3C00,170.9532099727876
WAS,DAL,1,#5A1414,1,#003594,159.91560274094581
WAS,DEN,1,#5A1414,1,#FB4F14,171.47011401407536
WAS,DET,1,#5A1414,1,#0076B6,209.63778285414105
WAS,GB,1,#5A1414,2,#FFB612,231.24229716900842
WAS,HOU,2,#FFB612,1,#03202F,294.6947573337537
WAS,IND,1,#5A1414,2,#A2AAAD,226.0376074904351
WAS,JAX,1,#5A1414,2,#D7A22A,190.45471902790962
WAS,KC,1,#5A1414,2,#FFB81C,232.7767170487633
WAS,LAC,1,#5A1414,1,#0080C6,226.8215157342883
WAS,LAR,1,#5A1414,1,#003594,159.91560274094581
WAS,LV,1,#5A1414,2,#A5ACAF,229.68238939892626
WAS,MIA,1,#5A1414,1,#008E97,200.36217207846394
WAS,MIN,1,#5A1414,2,#FFC62F,244.20892694576094
WAS,NE,1,#5A1414,3,#B0B7BC,249.3772243008571
WAS,NO,1,#5A1414,1,#D3BC8D,239.80408670412604
WAS,NYG,1,#5A1414,3,#A5ACAF,229.68238939892626
WAS,NYJ,1,#5A1414,3,#FFFFFF,371.04581927303803
WAS,PHI,1,#5A1414,2,#A5ACAF,229.68238939892626
WAS,PIT,1,#5A1414,1,#FFB612,231.24229716900842
WAS,SEA,1,#5A1414,2,#69BE28,171.82840277439584
WAS,SF,1,#5A1414,2,#B3995D,175.89485495602196
WAS,TB,1,#5A1414,2,#FF7900,194.48907424325924
WAS,TEN,1,#5A1414,2,#4B92DB,236.01271152207036
